temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
77F,"segunda-feira, dezembro 14, 2020",seg,dez,31,42844
78F,"terça-feira, dezembro 15, 2020",ter,dez,31,42840
79F,"quarta-feira, dezembro 16, 2020",qua,dez,31,42839
80F,"quinta-feira, dezembro 17, 2020",qui,dez,32,43443
79F,"sexta-feira, dezembro 18, 2020",sex,dez,32,43437
79F,"sábado, dezembro 19, 2020",sab,dez,32,43437
78F,"domingo, dezembro 20, 2020",dom,dez,31,42821
78F,"segunda-feira, dezembro 21, 2020",seg,dez,31,42821
77F,"terça-feira, dezembro 22, 2020",ter,dez,31,42805
79F,"quarta-feira, dezembro 23, 2020",qua,dez,31,42805
78F,"quinta-feira, dezembro 24, 2020",qui,dez,31,42798
78F,"sexta-feira, dezembro 25, 2020",sex,dez,31,42787
78F,"sábado, dezembro 26, 2020",sab,dez,31,42787
79F,"domingo, dezembro 27, 2020",dom,dez,32,43387
80F,"segunda-feira, dezembro 28, 2020",seg,dez,32,43386
77F,"terça-feira, dezembro 29, 2020",ter,dez,31,42775
77F,"quarta-feira, dezembro 30, 2020",qua,dez,31,42774
79F,"quinta-feira, dezembro 31, 2020",qui,dez,31,42765
78F,"sexta-feira, janeiro 01, 2021",sex,jan,31,42761
78F,"sábado, janeiro 02, 2021",sab,jan,31,42760
78F,"domingo, janeiro 03, 2021",dom,jan,31,42757
77F,"segunda-feira, janeiro 04, 2021",seg,jan,31,42748
77F,"terça-feira, janeiro 05, 2021",ter,jan,31,42747
79F,"quarta-feira, janeiro 06, 2021",qua,jan,32,43349
78F,"quinta-feira, janeiro 07, 2021",qui,jan,31,42723
79F,"sexta-feira, janeiro 08, 2021",sex,jan,32,43323
79F,"sábado, janeiro 09, 2021",sab,jan,32,43317
79F,"domingo, janeiro 10, 2021",dom,jan,31,42704
79F,"segunda-feira, janeiro 11, 2021",seg,jan,31,42698
79F,"terça-feira, janeiro 12, 2021",ter,jan,31,42680
77F,"quarta-feira, janeiro 13, 2021",qua,jan,31,42678
78F,"quinta-feira, janeiro 14, 2021",qui,jan,31,42675
78F,"sexta-feira, janeiro 15, 2021",sex,jan,31,42671
79F,"sábado, janeiro 16, 2021",sab,jan,31,42671
77F,"domingo, janeiro 17, 2021",dom,jan,31,42669
78F,"segunda-feira, janeiro 18, 2021",seg,jan,31,42659
77F,"terça-feira, janeiro 19, 2021",ter,jan,31,42651
78F,"quarta-feira, janeiro 20, 2021",qua,jan,31,42626
79F,"quinta-feira, janeiro 21, 2021",qui,jan,31,42608
82F,"sexta-feira, janeiro 22, 2021",sex,jan,33,43826
77F,"sábado, janeiro 23, 2021",sab,jan,31,42548
57F,"domingo, janeiro 24, 2021",dom,jan,19,38176
58F,"segunda-feira, janeiro 25, 2021",seg,jan,20,38767
59F,"terça-feira, janeiro 26, 2021",ter,jan,20,38714
58F,"quarta-feira, janeiro 27, 2021",qua,jan,20,38694
57F,"quinta-feira, janeiro 28, 2021",qui,jan,19,38033
58F,"sexta-feira, janeiro 29, 2021",sex,jan,20,38624
59F,"sábado, janeiro 30, 2021",sab,jan,20,38584
57F,"domingo, janeiro 31, 2021",dom,jan,19,37923
57F,"segunda-feira, fevereiro 01, 2021",seg,fev,19,37210
57F,"terça-feira, fevereiro 02, 2021",ter,fev,20,37817
59F,"quarta-feira, fevereiro 03, 2021",qua,fev,20,37793
56F,"quinta-feira, fevereiro 04, 2021",qui,fev,19,37180
57F,"sexta-feira, fevereiro 05, 2021",sex,fev,20,37781
59F,"sábado, fevereiro 06, 2021",sab,fev,20,37781
57F,"domingo, fevereiro 07, 2021",dom,fev,19,37162
58F,"segunda-feira, fevereiro 08, 2021",seg,fev,20,37770
58F,"terça-feira, fevereiro 09, 2021",ter,fev,20,37755
58F,"quarta-feira, fevereiro 10, 2021",qua,fev,20,37755
57F,"quinta-feira, fevereiro 11, 2021",qui,fev,19,37139
57F,"sexta-feira, fevereiro 12, 2021",sex,fev,20,37747
57F,"sábado, fevereiro 13, 2021",sab,fev,19,37125
56F,"domingo, fevereiro 14, 2021",dom,fev,19,37123
56F,"segunda-feira, fevereiro 15, 2021",seg,fev,19,37118
56F,"terça-feira, fevereiro 16, 2021",ter,fev,19,37117
58F,"quarta-feira, fevereiro 17, 2021",qua,fev,20,37725
57F,"quinta-feira, fevereiro 18, 2021",qui,fev,19,37111
58F,"sexta-feira, fevereiro 19, 2021",sex,fev,20,37712
56F,"sábado, fevereiro 20, 2021",sab,fev,19,37103
57F,"domingo, fevereiro 21, 2021",dom,fev,19,37095
56F,"segunda-feira, fevereiro 22, 2021",seg,fev,19,37093
57F,"terça-feira, fevereiro 23, 2021",ter,fev,19,37087
58F,"quarta-feira, fevereiro 24, 2021",qua,fev,20,37695
56F,"quinta-feira, fevereiro 25, 2021",qui,fev,19,37080
57F,"sexta-feira, fevereiro 26, 2021",sex,fev,20,37685
58F,"sábado, fevereiro 27, 2021",sab,fev,20,37680
57F,"domingo, fevereiro 28, 2021",dom,fev,19,37070
58F,"segunda-feira, março 01, 2021",seg,mar,20,37674
58F,"terça-feira, março 02, 2021",ter,mar,20,37674
58F,"quarta-feira, março 03, 2021",qua,mar,20,37668
57F,"quinta-feira, março 04, 2021",qui,mar,20,37667
56F,"sexta-feira, março 05, 2021",sex,mar,19,37055
57F,"sábado, março 06, 2021",sab,mar,19,37054
58F,"domingo, março 07, 2021",dom,mar,20,37658
57F,"segunda-feira, março 08, 2021",seg,mar,19,37046
57F,"terça-feira, março 09, 2021",ter,mar,20,37651
59F,"quarta-feira, março 10, 2021",qua,mar,20,37649
59F,"quinta-feira, março 11, 2021",qui,mar,20,37642
57F,"sexta-feira, março 12, 2021",sex,mar,19,37031
57F,"sábado, março 13, 2021",sab,mar,20,37635
58F,"domingo, março 14, 2021",dom,mar,20,37634
58F,"segunda-feira, março 15, 2021",seg,mar,20,37627
56F,"terça-feira, março 16, 2021",ter,mar,19,37018
57F,"quarta-feira, março 17, 2021",qua,mar,20,37612
58F,"quinta-feira, março 18, 2021",qui,mar,20,37608
56F,"sexta-feira, março 19, 2021",sex,mar,19,36992
58F,"sábado, março 20, 2021",sab,mar,20,37601
58F,"domingo, março 21, 2021",dom,mar,20,37598
59F,"segunda-feira, março 22, 2021",seg,mar,20,37598
58F,"terça-feira, março 23, 2021",ter,mar,20,37593
58F,"quarta-feira, março 24, 2021",qua,mar,20,37591
58F,"quinta-feira, março 25, 2021",qui,mar,20,37587
58F,"sexta-feira, março 26, 2021",sex,mar,20,37583
59F,"sábado, março 27, 2021",sab,mar,20,37572
58F,"domingo, março 28, 2021",dom,mar,20,37571
57F,"segunda-feira, março 29, 2021",seg,mar,20,37568
57F,"terça-feira, março 30, 2021",ter,mar,20,37567
59F,"quarta-feira, março 31, 2021",qua,mar,20,37563
57F,"quinta-feira, abril 01, 2021",qui,abr,19,36953
58F,"sexta-feira, abril 02, 2021",sex,abr,20,37549
56F,"sábado, abril 03, 2021",sab,abr,19,36937
58F,"domingo, abril 04, 2021",dom,abr,20,37539
56F,"segunda-feira, abril 05, 2021",seg,abr,19,36930
58F,"terça-feira, abril 06, 2021",ter,abr,20,37532
58F,"quarta-feira, abril 07, 2021",qua,abr,20,37531
58F,"quinta-feira, abril 08, 2021",qui,abr,20,37520
57F,"sexta-feira, abril 09, 2021",sex,abr,20,37519
57F,"sábado, abril 10, 2021",sab,abr,19,36900
56F,"domingo, abril 11, 2021",dom,abr,19,36896
56F,"segunda-feira, abril 12, 2021",seg,abr,19,36889
57F,"terça-feira, abril 13, 2021",ter,abr,19,36887
57F,"quarta-feira, abril 14, 2021",qua,abr,20,37480
56F,"quinta-feira, abril 15, 2021",qui,abr,19,36862
58F,"sexta-feira, abril 16, 2021",sex,abr,20,37456
58F,"sábado, abril 17, 2021",sab,abr,20,37455
58F,"domingo, abril 18, 2021",dom,abr,20,37435
59F,"segunda-feira, abril 19, 2021",seg,abr,20,37434
59F,"terça-feira, abril 20, 2021",ter,abr,20,38941
59F,"quarta-feira, abril 21, 2021",qua,abr,20,38930
59F,"quinta-feira, abril 22, 2021",qui,abr,20,38866
58F,"sexta-feira, abril 23, 2021",sex,abr,20,38862
57F,"sábado, abril 24, 2021",sab,abr,19,38189
58F,"domingo, abril 25, 2021",dom,abr,20,38761
59F,"segunda-feira, abril 26, 2021",seg,abr,20,38757
57F,"terça-feira, abril 27, 2021",ter,abr,20,38743
57F,"quarta-feira, abril 28, 2021",qua,abr,19,38123
59F,"quinta-feira, abril 29, 2021",qui,abr,20,38721
57F,"sexta-feira, abril 30, 2021",sex,abr,20,38692
57F,"sábado, maio 01, 2021",sab,mai,20,38684
58F,"domingo, maio 02, 2021",dom,mai,20,38673
58F,"segunda-feira, maio 03, 2021",seg,mai,20,38663
59F,"terça-feira, maio 04, 2021",ter,mai,20,38654
57F,"quarta-feira, maio 05, 2021",qua,mai,19,38014
57F,"quinta-feira, maio 06, 2021",qui,mai,19,38012
58F,"sexta-feira, maio 07, 2021",sex,mai,20,38617
57F,"sábado, maio 08, 2021",sab,mai,19,38007
59F,"domingo, maio 09, 2021",dom,mai,20,38613
58F,"segunda-feira, maio 10, 2021",seg,mai,20,37852
57F,"terça-feira, maio 11, 2021",ter,mai,20,37833
59F,"quarta-feira, maio 12, 2021",qua,mai,20,37830
57F,"quinta-feira, maio 13, 2021",qui,mai,19,37218
57F,"sexta-feira, maio 14, 2021",sex,mai,19,37218
57F,"sábado, maio 15, 2021",sab,mai,20,37811
58F,"domingo, maio 16, 2021",dom,mai,20,37809
56F,"segunda-feira, maio 17, 2021",seg,mai,19,37196
56F,"terça-feira, maio 18, 2021",ter,mai,19,37196
56F,"quarta-feira, maio 19, 2021",qua,mai,19,37190
58F,"quinta-feira, maio 20, 2021",qui,mai,20,37787
58F,"sexta-feira, maio 21, 2021",sex,mai,20,37783
57F,"sábado, maio 22, 2021",sab,mai,20,37783
58F,"domingo, maio 23, 2021",dom,mai,20,37782
59F,"segunda-feira, maio 24, 2021",seg,mai,20,37782
57F,"terça-feira, maio 25, 2021",ter,mai,19,37171
57F,"quarta-feira, maio 26, 2021",qua,mai,19,37170
59F,"quinta-feira, maio 27, 2021",qui,mai,20,37776
57F,"sexta-feira, maio 28, 2021",sex,mai,19,37164
57F,"sábado, maio 29, 2021",sab,mai,19,37164
56F,"domingo, maio 30, 2021",dom,mai,19,37158
58F,"segunda-feira, maio 31, 2021",seg,mai,20,37766
57F,"terça-feira, junho 01, 2021",ter,jun,20,37762
59F,"quarta-feira, junho 02, 2021",qua,jun,20,37760
59F,"quinta-feira, junho 03, 2021",qui,jun,20,37760
57F,"sexta-feira, junho 04, 2021",sex,jun,20,37754
57F,"sábado, junho 05, 2021",sab,jun,19,37142
58F,"domingo, junho 06, 2021",dom,jun,20,37750
58F,"segunda-feira, junho 07, 2021",seg,jun,20,37748
56F,"terça-feira, junho 08, 2021",ter,jun,19,37139
56F,"quarta-feira, junho 09, 2021",qua,jun,19,37138
57F,"quinta-feira, junho 10, 2021",qui,jun,19,37138
58F,"sexta-feira, junho 11, 2021",sex,jun,20,37744
57F,"sábado, junho 12, 2021",sab,jun,20,37737
58F,"domingo, junho 13, 2021",dom,jun,20,37735
59F,"segunda-feira, junho 14, 2021",seg,jun,20,37732
57F,"terça-feira, junho 15, 2021",ter,jun,20,37731
57F,"quarta-feira, junho 16, 2021",qua,jun,19,37122
59F,"quinta-feira, junho 17, 2021",qui,jun,20,37730
58F,"sexta-feira, junho 18, 2021",sex,jun,20,37729
58F,"sábado, junho 19, 2021",sab,jun,20,37726
59F,"domingo, junho 20, 2021",dom,jun,20,37726
58F,"segunda-feira, junho 21, 2021",seg,jun,20,37725
58F,"terça-feira, junho 22, 2021",ter,jun,20,37725
57F,"quarta-feira, junho 23, 2021",qua,jun,20,37725
59F,"quinta-feira, junho 24, 2021",qui,jun,20,37718
58F,"sexta-feira, junho 25, 2021",sex,jun,20,37715
58F,"sábado, junho 26, 2021",sab,jun,20,37715
58F,"domingo, junho 27, 2021",dom,jun,20,37714
58F,"segunda-feira, junho 28, 2021",seg,jun,20,37713
59F,"terça-feira, junho 29, 2021",ter,jun,20,37710
56F,"quarta-feira, junho 30, 2021",qua,jun,19,37101
58F,"quinta-feira, julho 01, 2021",qui,jul,20,37708
56F,"sexta-feira, julho 02, 2021",sex,jul,19,37097
58F,"sábado, julho 03, 2021",sab,jul,20,37705
56F,"domingo, julho 04, 2021",dom,jul,19,37089
58F,"segunda-feira, julho 05, 2021",seg,jul,20,37697
56F,"terça-feira, julho 06, 2021",ter,jul,19,37088
56F,"quarta-feira, julho 07, 2021",qua,jul,19,37087
59F,"quinta-feira, julho 08, 2021",qui,jul,20,37696
57F,"sexta-feira, julho 09, 2021",sex,jul,19,37085
56F,"sábado, julho 10, 2021",sab,jul,19,37082
56F,"domingo, julho 11, 2021",dom,jul,19,37081
58F,"segunda-feira, julho 12, 2021",seg,jul,20,37690
59F,"terça-feira, julho 13, 2021",ter,jul,20,37689
57F,"quarta-feira, julho 14, 2021",qua,jul,19,37072
59F,"quinta-feira, julho 15, 2021",qui,jul,20,37681
58F,"sexta-feira, julho 16, 2021",sex,jul,20,37681
58F,"sábado, julho 17, 2021",sab,jul,20,37681
57F,"domingo, julho 18, 2021",dom,jul,19,37071
56F,"segunda-feira, julho 19, 2021",seg,jul,19,37070
58F,"terça-feira, julho 20, 2021",ter,jul,20,37677
58F,"quarta-feira, julho 21, 2021",qua,jul,20,37676
59F,"quinta-feira, julho 22, 2021",qui,jul,20,37676
59F,"sexta-feira, julho 23, 2021",sex,jul,20,37674
58F,"sábado, julho 24, 2021",sab,jul,20,37672
58F,"domingo, julho 25, 2021",dom,jul,20,37672
57F,"segunda-feira, julho 26, 2021",seg,jul,19,37062
57F,"terça-feira, julho 27, 2021",ter,jul,20,37669
58F,"quarta-feira, julho 28, 2021",qua,jul,20,37668
58F,"quinta-feira, julho 29, 2021",qui,jul,20,37667
58F,"sexta-feira, julho 30, 2021",sex,jul,20,37666
56F,"sábado, julho 31, 2021",sab,jul,19,37056
57F,"domingo, agosto 01, 2021",dom,ago,20,37665
58F,"segunda-feira, agosto 02, 2021",seg,ago,20,37664
58F,"terça-feira, agosto 03, 2021",ter,ago,20,37662
56F,"quarta-feira, agosto 04, 2021",qua,ago,19,37052
56F,"quinta-feira, agosto 05, 2021",qui,ago,19,37051
56F,"sexta-feira, agosto 06, 2021",sex,ago,19,37050
58F,"sábado, agosto 07, 2021",sab,ago,20,37658
58F,"domingo, agosto 08, 2021",dom,ago,20,37655
57F,"segunda-feira, agosto 09, 2021",seg,ago,20,37653
58F,"terça-feira, agosto 10, 2021",ter,ago,20,37653
57F,"quarta-feira, agosto 11, 2021",qua,ago,20,37652
56F,"quinta-feira, agosto 12, 2021",qui,ago,19,37042
58F,"sexta-feira, agosto 13, 2021",sex,ago,20,37647
58F,"sábado, agosto 14, 2021",sab,ago,20,37646
58F,"domingo, agosto 15, 2021",dom,ago,20,37646
57F,"segunda-feira, agosto 16, 2021",seg,ago,19,37036
59F,"terça-feira, agosto 17, 2021",ter,ago,20,37644
56F,"quarta-feira, agosto 18, 2021",qua,ago,19,37031
58F,"quinta-feira, agosto 19, 2021",qui,ago,20,37638
57F,"sexta-feira, agosto 20, 2021",sex,ago,19,37028
58F,"sábado, agosto 21, 2021",sab,ago,20,37636
56F,"domingo, agosto 22, 2021",dom,ago,19,37027
58F,"segunda-feira, agosto 23, 2021",seg,ago,20,37633
56F,"terça-feira, agosto 24, 2021",ter,ago,19,37023
58F,"quarta-feira, agosto 25, 2021",qua,ago,20,37631
59F,"quinta-feira, agosto 26, 2021",qui,ago,20,37630
58F,"sexta-feira, agosto 27, 2021",sex,ago,20,37629
59F,"sábado, agosto 28, 2021",sab,ago,20,37626
58F,"domingo, agosto 29, 2021",dom,ago,20,37625
58F,"segunda-feira, agosto 30, 2021",seg,ago,20,37622
56F,"terça-feira, agosto 31, 2021",ter,ago,19,37005
58F,"quarta-feira, setembro 01, 2021",qua,set,20,37614
58F,"quinta-feira, setembro 02, 2021",qui,set,20,37606
57F,"sexta-feira, setembro 03, 2021",sex,set,19,36996
57F,"sábado, setembro 04, 2021",sab,set,19,36995
56F,"domingo, setembro 05, 2021",dom,set,19,36995
58F,"segunda-feira, setembro 06, 2021",seg,set,20,37602
59F,"terça-feira, setembro 07, 2021",ter,set,20,37601
57F,"quarta-feira, setembro 08, 2021",qua,set,19,36992
59F,"quinta-feira, setembro 09, 2021",qui,set,20,37600
57F,"sexta-feira, setembro 10, 2021",sex,set,19,36990
59F,"sábado, setembro 11, 2021",sab,set,20,37598
56F,"domingo, setembro 12, 2021",dom,set,19,36988
56F,"segunda-feira, setembro 13, 2021",seg,set,19,36987
58F,"terça-feira, setembro 14, 2021",ter,set,20,37594
57F,"quarta-feira, setembro 15, 2021",qua,set,19,36985
58F,"quinta-feira, setembro 16, 2021",qui,set,20,37594
57F,"sexta-feira, setembro 17, 2021",sex,set,19,36982
58F,"sábado, setembro 18, 2021",sab,set,20,37590
57F,"domingo, setembro 19, 2021",dom,set,19,36981
57F,"segunda-feira, setembro 20, 2021",seg,set,19,36980
58F,"terça-feira, setembro 21, 2021",ter,set,20,37587
58F,"quarta-feira, setembro 22, 2021",qua,set,20,37583
58F,"quinta-feira, setembro 23, 2021",qui,set,20,37579
58F,"sexta-feira, setembro 24, 2021",sex,set,20,37577
59F,"sábado, setembro 25, 2021",sab,set,20,37576
57F,"domingo, setembro 26, 2021",dom,set,19,36965
56F,"segunda-feira, setembro 27, 2021",seg,set,19,36962
57F,"terça-feira, setembro 28, 2021",ter,set,19,36962
57F,"quarta-feira, setembro 29, 2021",qua,set,19,36962
57F,"quinta-feira, setembro 30, 2021",qui,set,19,36961
57F,"sexta-feira, outubro 01, 2021",sex,out,19,36961
57F,"sábado, outubro 02, 2021",sab,out,19,36957
58F,"domingo, outubro 03, 2021",dom,out,20,37565
59F,"segunda-feira, outubro 04, 2021",seg,out,20,37564
57F,"terça-feira, outubro 05, 2021",ter,out,20,37563
59F,"quarta-feira, outubro 06, 2021",qua,out,20,37563
58F,"quinta-feira, outubro 07, 2021",qui,out,20,37558
57F,"sexta-feira, outubro 08, 2021",sex,out,20,37556
58F,"sábado, outubro 09, 2021",sab,out,20,37553
58F,"domingo, outubro 10, 2021",dom,out,20,37552
57F,"segunda-feira, outubro 11, 2021",seg,out,19,36942
58F,"terça-feira, outubro 12, 2021",ter,out,20,37545
56F,"quarta-feira, outubro 13, 2021",qua,out,19,36935
59F,"quinta-feira, outubro 14, 2021",qui,out,20,37543
56F,"sexta-feira, outubro 15, 2021",sex,out,19,36932
56F,"sábado, outubro 16, 2021",sab,out,19,36931
57F,"domingo, outubro 17, 2021",dom,out,19,36929
58F,"segunda-feira, outubro 18, 2021",seg,out,20,37536
56F,"terça-feira, outubro 19, 2021",ter,out,19,36924
58F,"quarta-feira, outubro 20, 2021",qua,out,20,37533
58F,"quinta-feira, outubro 21, 2021",qui,out,20,37532
58F,"sexta-feira, outubro 22, 2021",sex,out,20,37531
57F,"sábado, outubro 23, 2021",sab,out,19,36920
59F,"domingo, outubro 24, 2021",dom,out,20,37525
59F,"segunda-feira, outubro 25, 2021",seg,out,20,37523
58F,"terça-feira, outubro 26, 2021",ter,out,20,37522
56F,"quarta-feira, outubro 27, 2021",qua,out,19,36910
57F,"quinta-feira, outubro 28, 2021",qui,out,20,37516
57F,"sexta-feira, outubro 29, 2021",sex,out,20,37512
58F,"sábado, outubro 30, 2021",sab,out,20,37512
58F,"domingo, outubro 31, 2021",dom,out,20,37510
59F,"segunda-feira, novembro 01, 2021",seg,nov,20,37504
59F,"terça-feira, novembro 02, 2021",ter,nov,20,37503
58F,"quarta-feira, novembro 03, 2021",qua,nov,20,37503
57F,"quinta-feira, novembro 04, 2021",qui,nov,19,36894
58F,"sexta-feira, novembro 05, 2021",sex,nov,20,37500
58F,"sábado, novembro 06, 2021",sab,nov,20,37496
56F,"domingo, novembro 07, 2021",dom,nov,19,36876
58F,"segunda-feira, novembro 08, 2021",seg,nov,20,37485
58F,"terça-feira, novembro 09, 2021",ter,nov,20,37483
59F,"quarta-feira, novembro 10, 2021",qua,nov,20,37483
56F,"quinta-feira, novembro 11, 2021",qui,nov,19,36859
58F,"sexta-feira, novembro 12, 2021",sex,nov,20,37466
59F,"sábado, novembro 13, 2021",sab,nov,20,37465
56F,"domingo, novembro 14, 2021",dom,nov,19,36852
58F,"segunda-feira, novembro 15, 2021",seg,nov,20,37461
56F,"terça-feira, novembro 16, 2021",ter,nov,19,36844
57F,"quarta-feira, novembro 17, 2021",qua,nov,19,36838
58F,"quinta-feira, novembro 18, 2021",qui,nov,20,37447
59F,"sexta-feira, novembro 19, 2021",sex,nov,20,37444
57F,"sábado, novembro 20, 2021",sab,nov,20,37441
56F,"domingo, novembro 21, 2021",dom,nov,19,36818
56F,"segunda-feira, novembro 22, 2021",seg,nov,19,36805
59F,"terça-feira, novembro 23, 2021",ter,nov,20,37394
58F,"quarta-feira, novembro 24, 2021",qua,nov,20,37372
61F,"quinta-feira, novembro 25, 2021",qui,nov,21,39534
59F,"sexta-feira, novembro 26, 2021",sex,nov,21,39528
64F,"sábado, novembro 27, 2021",sab,nov,23,40713
62F,"domingo, novembro 28, 2021",dom,nov,22,40102
64F,"segunda-feira, novembro 29, 2021",seg,nov,23,40676
62F,"terça-feira, novembro 30, 2021",ter,nov,22,40066
62F,"quarta-feira, dezembro 01, 2021",qua,dez,22,40053
60F,"quinta-feira, dezembro 02, 2021",qui,dez,21,39441
60F,"sexta-feira, dezembro 03, 2021",sex,dez,21,39421
62F,"sábado, dezembro 04, 2021",sab,dez,22,40030
62F,"domingo, dezembro 05, 2021",dom,dez,22,40021
62F,"segunda-feira, dezembro 06, 2021",seg,dez,22,40020
62F,"terça-feira, dezembro 07, 2021",ter,dez,22,40009
61F,"quarta-feira, dezembro 08, 2021",qua,dez,21,39399
61F,"quinta-feira, dezembro 09, 2021",qui,dez,22,39997
62F,"sexta-feira, dezembro 10, 2021",sex,dez,22,39997
62F,"sábado, dezembro 11, 2021",sab,dez,22,39992
62F,"domingo, dezembro 12, 2021",dom,dez,22,39992
59F,"segunda-feira, dezembro 13, 2021",seg,dez,21,39379
59F,"terça-feira, dezembro 14, 2021",ter,dez,21,39373
60F,"quarta-feira, dezembro 15, 2021",qua,dez,21,39366
64F,"quinta-feira, dezembro 16, 2021",qui,dez,23,40584
62F,"sexta-feira, dezembro 17, 2021",sex,dez,22,39968
64F,"sábado, dezembro 18, 2021",sab,dez,23,40577
60F,"domingo, dezembro 19, 2021",dom,dez,21,39351
62F,"segunda-feira, dezembro 20, 2021",seg,dez,22,39959
62F,"terça-feira, dezembro 21, 2021",ter,dez,22,39950
62F,"quarta-feira, dezembro 22, 2021",qua,dez,22,39949
60F,"quinta-feira, dezembro 23, 2021",qui,dez,21,39332
62F,"sexta-feira, dezembro 24, 2021",sex,dez,22,39940
64F,"sábado, dezembro 25, 2021",sab,dez,23,40541
59F,"domingo, dezembro 26, 2021",dom,dez,21,39323
60F,"segunda-feira, dezembro 27, 2021",seg,dez,21,39301
62F,"terça-feira, dezembro 28, 2021",ter,dez,22,39909
61F,"quarta-feira, dezembro 29, 2021",qua,dez,21,39291
59F,"quinta-feira, dezembro 30, 2021",qui,dez,21,39284
61F,"sexta-feira, dezembro 31, 2021",sex,dez,21,39276
64F,"sábado, janeiro 01, 2022",sab,jan,23,40494
60F,"domingo, janeiro 02, 2022",dom,jan,21,39266
61F,"segunda-feira, janeiro 03, 2022",seg,jan,22,39872
61F,"terça-feira, janeiro 04, 2022",ter,jan,22,39865
63F,"quarta-feira, janeiro 05, 2022",qua,jan,23,40472
61F,"quinta-feira, janeiro 06, 2022",qui,jan,22,39859
62F,"sexta-feira, janeiro 07, 2022",sex,jan,22,39858
63F,"sábado, janeiro 08, 2022",sab,jan,23,40464
60F,"domingo, janeiro 09, 2022",dom,jan,21,39246
63F,"segunda-feira, janeiro 10, 2022",seg,jan,23,40449
64F,"terça-feira, janeiro 11, 2022",ter,jan,23,40448
60F,"quarta-feira, janeiro 12, 2022",qua,jan,21,39218
60F,"quinta-feira, janeiro 13, 2022",qui,jan,21,39217
61F,"sexta-feira, janeiro 14, 2022",sex,jan,21,39204
59F,"sábado, janeiro 15, 2022",sab,jan,21,39203
60F,"domingo, janeiro 16, 2022",dom,jan,21,39200
65F,"segunda-feira, janeiro 17, 2022",seg,jan,24,41026
62F,"terça-feira, janeiro 18, 2022",ter,jan,22,39802
63F,"quarta-feira, janeiro 19, 2022",qua,jan,23,40411
60F,"quinta-feira, janeiro 20, 2022",qui,jan,21,39187
62F,"sexta-feira, janeiro 21, 2022",sex,jan,22,39794
62F,"sábado, janeiro 22, 2022",sab,jan,22,39786
60F,"domingo, janeiro 23, 2022",dom,jan,21,39177
62F,"segunda-feira, janeiro 24, 2022",seg,jan,22,39781
64F,"terça-feira, janeiro 25, 2022",ter,jan,23,40388
61F,"quarta-feira, janeiro 26, 2022",qua,jan,21,39151
63F,"quinta-feira, janeiro 27, 2022",qui,jan,23,40367
62F,"sexta-feira, janeiro 28, 2022",sex,jan,22,39729
64F,"sábado, janeiro 29, 2022",sab,jan,23,40328
70F,"domingo, janeiro 30, 2022",dom,jan,27,42240
71F,"segunda-feira, janeiro 31, 2022",seg,jan,27,42233
71F,"terça-feira, fevereiro 01, 2022",ter,fev,27,42191
70F,"quarta-feira, fevereiro 02, 2022",qua,fev,27,42159
71F,"quinta-feira, fevereiro 03, 2022",qui,fev,27,42082
61F,"sexta-feira, fevereiro 04, 2022",sex,fev,22,39037
60F,"sábado, fevereiro 05, 2022",sab,fev,21,38388
61F,"domingo, fevereiro 06, 2022",dom,fev,21,38387
62F,"segunda-feira, fevereiro 07, 2022",seg,fev,22,38976
60F,"terça-feira, fevereiro 08, 2022",ter,fev,21,38365
60F,"quarta-feira, fevereiro 09, 2022",qua,fev,21,38351
60F,"quinta-feira, fevereiro 10, 2022",qui,fev,21,38351
59F,"sexta-feira, fevereiro 11, 2022",sex,fev,21,38342
60F,"sábado, fevereiro 12, 2022",sab,fev,21,38340
53F,"domingo, fevereiro 13, 2022",dom,fev,17,35897
62F,"segunda-feira, fevereiro 14, 2022",seg,fev,22,38940
60F,"terça-feira, fevereiro 15, 2022",ter,fev,21,38321
60F,"quarta-feira, fevereiro 16, 2022",qua,fev,21,38320
60F,"quinta-feira, fevereiro 17, 2022",qui,fev,21,38315
61F,"sexta-feira, fevereiro 18, 2022",sex,fev,21,38313
61F,"sábado, fevereiro 19, 2022",sab,fev,21,38302
60F,"domingo, fevereiro 20, 2022",dom,fev,21,38302
59F,"segunda-feira, fevereiro 21, 2022",seg,fev,21,38284
59F,"terça-feira, fevereiro 22, 2022",ter,fev,21,38280
60F,"quarta-feira, fevereiro 23, 2022",qua,fev,21,38266
60F,"quinta-feira, fevereiro 24, 2022",qui,fev,21,38265
61F,"sexta-feira, fevereiro 25, 2022",sex,fev,22,38864
60F,"sábado, fevereiro 26, 2022",sab,fev,21,38251
64F,"domingo, fevereiro 27, 2022",dom,fev,23,39458
60F,"segunda-feira, fevereiro 28, 2022",seg,fev,21,38237
60F,"terça-feira, março 01, 2022",ter,mar,21,38229
61F,"quarta-feira, março 02, 2022",qua,mar,22,38836
60F,"quinta-feira, março 03, 2022",qui,mar,21,38222
59F,"sexta-feira, março 04, 2022",sex,mar,21,38221
61F,"sábado, março 05, 2022",sab,mar,21,38213
63F,"domingo, março 06, 2022",dom,mar,23,39429
59F,"segunda-feira, março 07, 2022",seg,mar,21,38199
61F,"terça-feira, março 08, 2022",ter,mar,22,38805
59F,"quarta-feira, março 09, 2022",qua,mar,21,38190
